ID WHO city,Region,iso3,Country,City,Location,lon,lat,pm10,Year,Number and type of monitoring stations,note on converted PM10,pm25,note on converted PM2.5,Temporal coverage,for air quality
2813,Amr HI,USA,United States of America,"Mena,Polk,AR","Mena,Polk,AR, United States of America",-94.2396554,34.5862171,17,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
475,Wpr LMI,CHN,China,Lianyungang,"Lianyungang, China",119.221611,34.596653,92,2014,"4 stations, NA",converted from PM2.5,61,measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
2789,Amr HI,USA,United States of America,"Lawton, OK","Lawton, OK, United States of America",-98.3959291,34.6035669,15,2014,"1 station, NA",converted from PM2.5,8,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2690,Amr HI,USA,United States of America,"Decatur, AL","Decatur, AL, United States of America",-86.9833417,34.6059253,17,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2800,Amr HI,USA,United States of America,"Lumberton, NC","Lumberton, NC, United States of America",-79.0086424,34.6182199,16,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
484,Wpr LMI,CHN,China,Luoyang,"Luoyang, China",112.45404,34.619683,85,2014,"7 stations, NA",converted from PM2.5,56,measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
1685,Wpr HI,JPN,Japan,Okayama city,"Okayama city, Japan",133.9195019,34.6551456,30,2012,"2 stations, sub-urban",converted from PM2.5,17,measured data,PM10: NA; PM2.5:>75%,Status of Air Pollution
1687,Wpr HI,JPN,Japan,Osaka city,"Osaka city, Japan",135.5021651,34.6937378,31,2012,"5 stations, urban",converted from PM2.5,17,measured data,PM10: NA; PM2.5:>75%,Status of Air Pollution
628,Eur HI,CYP,Cyprus,LIMASSOL,"LIMASSOL, Cyprus",33.0226174,34.7071301,37,2013,"1 station, background, urban",measured data,17,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2796,Amr HI,USA,United States of America,"Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR, United States of America",-92.3344892,34.7269418,18,2014,"3 stations, NA",converted from PM2.5,10,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2759,Amr HI,USA,United States of America,"Huntsville, AL","Huntsville, AL, United States of America",-86.5861037,34.7303688,16,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2841,Amr HI,USA,United States of America,"Not in a City,Chesterfield,SC","Not in a City,Chesterfield,SC, United States of America",-80.0881194,34.7359889,15,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
586,Wpr LMI,CHN,China,Zhengzhou,"Zhengzhou, China",113.625328,34.746611,171,2014,"9 stations, NA",measured data,86,measured data,PM10: NA; PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China"
2460,Emr LMI,TUN,Tunisia,Sfax,"Sfax, Tunisia",10.766163,34.7478469,87,2010,0,measured data,28,converted from PM10,PM10: NA; PM2.5:NA,"Bouchlaghem et Nsom (2012), The Scientific World Journal, Vol 2012, ID 863528"
630,Eur HI,CYP,Cyprus,PAFOS,"PAFOS, Cyprus",32.4297369,34.7720133,36,2013,"1 station, background, suburban",converted from PM2.5,16,measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
517,Wpr LMI,CHN,China,Sanmenxia,"Sanmenxia, China",111.200367,34.772792,96,2014,"4 stations, NA",converted from PM2.5,64,measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
461,Wpr LMI,CHN,China,Kaifeng,"Kaifeng, China",114.307583,34.797281,106,2014,"4 stations, NA",converted from PM2.5,70,measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
1363,Emr LMI,IRN,Iran (Islamic Republic of),Hamadan,"Hamadan, Iran (Islamic Republic of)",48.5150225,34.7988575,114,2013,0,measured data,47,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
578,Wpr LMI,CHN,China,Zaozhuang,"Zaozhuang, China",117.323725,34.810488,73,2014,"5 stations, NA",converted from PM2.5,48,measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
2720,Amr HI,USA,United States of America,"Florence-Muscle Shoals, AL","Florence-Muscle Shoals, AL, United States of America",-87.6426644,34.8148561,17,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2739,Amr HI,USA,United States of America,"Greenville-Mauldin-Easley, SC","Greenville-Mauldin-Easley, SC, United States of America",-82.6260059,34.8399737,17,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
627,Eur HI,CYP,Cyprus,LARNAKA,"LARNAKA, Cyprus",33.4831906,34.8507206,36,2013,"1 station, background, urban",converted from PM2.5,17,measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2070,Wpr HI,KOR,Republic of Korea,Jeonnam,"Jeonnam, Republic of Korea",126.991,34.8679,38,2014,0,measured data,21,converted from PM10,PM10: >75%; PM2.5:NA,Ministry of Environment
542,Wpr LMI,CHN,China,Tongchuan,"Tongchuan, China",108.945233,34.896756,97,2014,"4 stations, NA",converted from PM2.5,64,measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
2809,Amr HI,USA,United States of America,"McAlester, OK","McAlester, OK, United States of America",-95.7697131,34.9334298,17,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2928,Amr HI,USA,United States of America,"Spartanburg, SC","Spartanburg, SC, United States of America",-81.9320482,34.9495672,17,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2774,Amr HI,USA,United States of America,"Kenansville,Duplin,NC","Kenansville,Duplin,NC, United States of America",-77.9622069,34.9623883,14,2014,"1 station, NA",converted from PM2.5,8,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1690,Wpr HI,JPN,Japan,Shizuoka city,"Shizuoka city, Japan",138.3827596,34.975562,22,2012,"4 stations, sub-urban",converted from PM2.5,12,measured data,PM10: NA; PM2.5:>75%,Status of Air Pollution
1682,Wpr HI,JPN,Japan,Kyoto city,"Kyoto city, Japan",135.7680294,35.0116363,27,2012,"3 stations, sub-urban",converted from PM2.5,15,measured data,PM10: NA; PM2.5:>75%,Status of Air Pollution
2663,Amr HI,USA,United States of America,"Chattanooga, TN-GA","Chattanooga, TN-GA, United States of America",-85.3096801,35.0456297,17,2014,"4 stations, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
626,Eur HI,CYP,Cyprus,AYIA MARINA,"AYIA MARINA, Cyprus",33.0535774,35.0492922,26,2013,"1 station, background, rural-regional",measured data,13,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2716,Amr HI,USA,United States of America,"Fayetteville, NC","Fayetteville, NC, United States of America",-78.8783585,35.0526641,16,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2607,Amr HI,USA,United States of America,"Albuquerque, NM","Albuquerque, NM, United States of America",-106.6055534,35.0853336,12,2014,"3 stations, NA",converted from PM2.5,6,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
478,Wpr LMI,CHN,China,Lin'an,"Lin'an, China",118.356414,35.104674,87,2014,"2 stations, NA",converted from PM2.5,58,measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
480,Wpr LMI,CHN,China,Linyi,"Linyi, China",118.356414,35.104674,84,2014,"4 stations, NA",converted from PM2.5,56,measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
2812,Amr HI,USA,United States of America,"Memphis, TN-MS-AR","Memphis, TN-MS-AR, United States of America",-90.0489801,35.1495343,17,2014,"4 stations, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2063,Wpr HI,KOR,Republic of Korea,Gwangju,"Gwangju, Republic of Korea",126.8526012,35.1595454,41,2014,0,measured data,22,converted from PM10,PM10: >75%; PM2.5:NA,Ministry of Environment
2057,Wpr HI,KOR,Republic of Korea,Busan,"Busan, Republic of Korea",129.0756416,35.1795543,48,2014,0,measured data,26,converted from PM10,PM10: >75%; PM2.5:NA,Ministry of Environment
1683,Wpr HI,JPN,Japan,Nagoya city,"Nagoya city, Japan",136.906398,35.1814464,29,2012,"4 stations, urban",converted from PM2.5,16,measured data,PM10: NA; PM2.5:>75%,Status of Air Pollution
629,Eur HI,CYP,Cyprus,NICOSIA,"NICOSIA, Cyprus",33.3822764,35.1855659,47,2013,"1 station, traffic, urban",measured data,17,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
446,Wpr LMI,CHN,China,Jiaozuo,"Jiaozuo, China",113.241823,35.215893,103,2014,"4 stations, NA",converted from PM2.5,68,measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
433,Wpr LMI,CHN,China,Heze,"Heze, China",115.480656,35.23375,91,2014,"3 stations, NA",converted from PM2.5,60,measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
2788,Amr HI,USA,United States of America,"Lawrenceburg, TN","Lawrenceburg, TN, United States of America",-87.3347389,35.2423023,15,2014,"1 station, NA",converted from PM2.5,8,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2654,Amr HI,USA,United States of America,"Candor,Montgomery,NC","Candor,Montgomery,NC, United States of America",-79.7453163,35.2951421,17,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1372,Emr LMI,IRN,Iran (Islamic Republic of),Sanandaj,"Sanandaj, Iran (Islamic Republic of)",46.9861647,35.3218748,100,2010,0,measured data,41,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
1380,Emr LMI,IRN,Iran (Islamic Republic of),Varamin,"Varamin, Iran (Islamic Republic of)",51.6471987,35.3252407,102,2013,0,measured data,42,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
2626,Amr HI,USA,United States of America,"Bakersfield, CA","Bakersfield, CA, United States of America",-119.0187125,35.3732921,18,2014,"3 stations, NA",converted from PM2.5,10,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2729,Amr HI,USA,United States of America,"Goldsboro, NC","Goldsboro, NC, United States of America",-77.9927651,35.3848841,22,2014,"1 station, NA",converted from PM2.5,12,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2723,Amr HI,USA,United States of America,"Fort Smith, AR-OK","Fort Smith, AR-OK, United States of America",-94.3985475,35.3859242,17,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
456,Wpr LMI,CHN,China,Jining,"Jining, China",116.587282,35.414982,81,2014,"3 stations, NA",converted from PM2.5,54,measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
514,Wpr LMI,CHN,China,Rizhao,"Rizhao, China",119.526925,35.416734,57,2014,"3 stations, NA",converted from PM2.5,38,measured data,PM10: NA; PM2.5:>75%,China National Environmental Monitoring Center
1679,Wpr HI,JPN,Japan,Gifu city,"Gifu city, Japan",136.7606537,35.4232984,25,2012,"2 stations, rural",converted from PM2.5,14,measured data,PM10: NA; PM2.5:>75%,Status of Air Pollution
2647,Amr HI,USA,United States of America,"Bryson City (RR name Bryson),Swain,NC","Bryson City (RR name Bryson),Swain,NC, United States of America",-83.4643551,35.4328955,15,2014,"1 station, NA",converted from PM2.5,8,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2619,Amr HI,USA,United States of America,"Athens, TN","Athens, TN, United States of America",-84.5929898,35.4428512,16,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1692,Wpr HI,JPN,Japan,Yokohama city,"Yokohama city, Japan",139.6380256,35.4437078,28,2012,"3 stations, urban",converted from PM2.5,15,measured data,PM10: NA; PM2.5:>75%,Status of Air Pollution
2066,Wpr HI,KOR,Republic of Korea,Gyeongnam,"Gyeongnam, Republic of Korea",128.2132,35.4606,48,2014,0,measured data,26,converted from PM10,PM10: >75%; PM2.5:NA,Ministry of Environment
2867,Amr HI,USA,United States of America,"Oklahoma City, OK","Oklahoma City, OK, United States of America",-97.5164276,35.4675602,17,2014,"2 stations, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2914,Amr HI,USA,United States of America,"Sanford, NC","Sanford, NC, United States of America",-79.1802994,35.4798757,17,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2072,Wpr HI,KOR,Republic of Korea,Ulsan,"Ulsan, Republic of Korea",129.3113596,35.5383773,46,2014,0,measured data,25,converted from PM10,PM10: >75%; PM2.5:NA,Ministry of Environment
1374,Emr LMI,IRN,Iran (Islamic Republic of),Semnan,"Semnan, Iran (Islamic Republic of)",53.3798108,35.578797,57,2013,0,measured data,23,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,Department of Environment
2616,Amr HI,USA,United States of America,"Asheville, NC","Asheville, NC, United States of America",-82.5514869,35.5950581,14,2014,"2 stations, NA",converted from PM2.5,8,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2738,Amr HI,USA,United States of America,"Greenville, NC","Greenville, NC, United States of America",-77.3663538,35.612661,14,2014,"1 station, NA",converted from PM2.5,8,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2762,Amr HI,USA,United States of America,"Jackson, TN","Jackson, TN, United States of America",-88.8139469,35.6145169,15,2014,"1 station, NA",converted from PM2.5,8,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2675,Amr HI,USA,United States of America,"Columbia, TN","Columbia, TN, United States of America",-87.0352831,35.6150716,15,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2912,Amr HI,USA,United States of America,"San Luis Obispo-Paso Robles, CA","San Luis Obispo-Paso Robles, CA, United States of America",-120.6545022,35.6368759,16,2014,"4 stations, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1680,Wpr HI,JPN,Japan,Hachioji city,"Hachioji city, Japan",139.3158056,35.6663394,23,2012,"2 stations, sub-urban",converted from PM2.5,13,measured data,PM10: NA; PM2.5:>75%,Status of Air Pollution
2905,Amr HI,USA,United States of America,"Salisbury, NC","Salisbury, NC, United States of America",-80.4742261,35.6709727,16,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1378,Emr LMI,IRN,Iran (Islamic Republic of),Tehran,"Tehran, Iran (Islamic Republic of)",51.3889736,35.6891975,77,2014,"1 station, NA",measured data,32,measured data,PM10: <75 % but annually representative; PM2.5:NA,Air Quality Control Company (AQCC)
1691,Wpr HI,JPN,Japan,Tokyo,"Tokyo, Japan",139.7319925,35.7090259,27,2012,"18 stations, urban",converted from PM2.5,15,measured data,PM10: NA; PM2.5:>75%,Status of Air Pollution
2069,Wpr HI,KOR,Republic of Korea,Jeonbuk,"Jeonbuk, Republic of Korea",127.153,35.7175,51,2014,0,measured data,28,converted from PM10,PM10: >75%; PM2.5:NA,Ministry of Environment
2752,Amr HI,USA,United States of America,"Hickory-Lenoir-Morganton, NC","Hickory-Lenoir-Morganton, NC, United States of America",-81.6848188,35.7454071,17,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1769,Emr LMI,MAR,Morocco,Tanger,"Tanger, Morocco",-5.8339543,35.7594651,57,2013,0,measured data,18,converted from PM10,PM10: >75%; PM2.5:NA,"Direction de l'Epidémiologie et de la Lutte contre les Maladies, Ministère de la Santé"
2956,Amr HI,USA,United States of America,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC, United States of America",-79.0192997,35.7595731,14,2014,"3 stations, NA",converted from PM2.5,8,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2765,Amr HI,USA,United States of America,"Jamesville,Martin,NC","Jamesville,Martin,NC, United States of America",-76.896616,35.8112719,13,2014,"1 station, NA",converted from PM2.5,7,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
